,StudentId,CGPA,Major Projects,Workshops/Certificatios,Mini Projects,Skills,Communication Skill Rating,Internship,Hackathon,12th Percentage,10th Percentage,backlogs,PlacementStatus
332,333,6.9,1,2,1,6,4.2,No,No,66.2,80.0,1,NotPlaced
333,334,6.6,2,2,1,10,5.0,No,No,60.5,79.5,4,Placed
334,335,7.5,1,1,1,7,3.7,No,Yes,58.9,72.4,1,Placed
335,336,6.5,0,0,0,5,4.6,Yes,Yes,74.6,64.9,0,NotPlaced
336,337,6.9,1,3,1,5,3.1,Yes,Yes,76.3,61.6,0,Placed
337,338,7.8,0,1,1,8,4.1,Yes,Yes,74.7,64.9,2,Placed
338,339,8.5,0,2,2,7,3.0,No,No,75.5,73.8,0,Placed
339,340,8.0,1,2,0,3,3.1,No,Yes,65.9,55.4,0,Placed
340,341,5.6,0,3,0,10,3.6,Yes,No,53.1,75.8,1,NotPlaced
341,342,7.8,1,1,3,6,2.5,Yes,Yes,66.5,72.7,2,NotPlaced
342,343,7.6,0,3,1,12,3.8,Yes,No,85.9,83.6,0,Placed
343,344,7.9,1,1,2,3,3.3,Yes,No,73.4,78.3,2,NotPlaced
344,345,8.9,1,3,1,6,1.9,No,Yes,74.8,65.5,2,Placed
345,346,5.7,1,3,2,5,3.1,Yes,Yes,79.1,56.8,3,NotPlaced
346,347,7.0,0,3,1,4,3.2,Yes,Yes,63.4,64.6,2,Placed
347,348,8.0,2,0,2,6,4.2,Yes,Yes,73.0,84.4,1,Placed
348,349,6.2,2,2,1,12,3.7,No,Yes,75.6,74.6,7,NotPlaced
349,350,8.8,2,3,2,7,4.7,Yes,Yes,62.6,77.4,4,NotPlaced
350,351,7.8,2,3,1,5,3.9,Yes,Yes,74.3,66.3,1,Placed
351,352,8.2,2,3,0,2,3.1,Yes,Yes,82.7,76.4,0,NotPlaced
352,353,7.0,1,2,0,2,3.5,Yes,No,67.4,58.3,1,Placed
353,354,8.2,2,3,1,5,3.2,Yes,Yes,55.5,80.4,3,Placed
354,355,8.4,2,0,1,5,3.9,No,Yes,72.6,61.6,3,Placed
355,356,7.7,1,1,2,6,3.5,Yes,Yes,65.1,54.2,4,Placed
356,357,7.7,0,2,2,1,3.0,Yes,Yes,72.6,92.4,5,NotPlaced
357,358,7.7,1,3,0,7,3.5,No,No,63.4,73.2,2,Placed
358,359,6.8,2,1,2,10,3.9,Yes,No,71.5,73.0,0,Placed
359,360,7.4,1,3,3,12,2.7,No,Yes,82.0,55.2,0,Placed
360,361,7.4,1,1,2,1,3.8,Yes,Yes,70.7,77.6,0,Placed
361,362,7.8,0,2,2,5,2.2,No,Yes,56.2,80.0,0,NotPlaced
362,363,8.3,0,2,3,4,4.4,No,Yes,74.4,70.2,0,Placed
363,364,6.6,1,3,3,7,3.9,No,Yes,71.2,80.0,1,NotPlaced
364,365,7.4,1,2,1,3,4.8,No,Yes,72.9,82.5,3,NotPlaced
365,366,8.8,0,1,2,12,2.6,No,Yes,79.8,76.7,0,Placed
366,367,6.9,0,3,1,7,4.4,Yes,Yes,66.3,52.5,3,NotPlaced
367,368,6.8,2,3,0,7,4.2,Yes,Yes,68.4,61.6,4,Placed
368,369,7.7,1,2,1,12,3.4,Yes,Yes,61.7,87.2,0,Placed
369,370,8.2,1,3,1,7,3.2,Yes,No,72.7,72.7,0,Placed
370,371,7.5,0,0,1,8,2.6,No,No,72.5,72.8,1,Placed
371,372,8.6,0,2,2,5,2.4,No,Yes,68.7,64.5,3,NotPlaced
372,373,8.2,1,1,2,3,2.9,No,Yes,77.7,66.3,2,Placed
373,374,8.2,0,2,2,5,2.5,Yes,No,61.7,82.7,0,Placed
374,375,8.0,0,1,1,14,4.8,Yes,Yes,72.1,85.5,2,Placed
375,376,9.5,2,0,1,9,2.3,No,No,76.4,79.2,3,NotPlaced
376,377,7.3,0,2,2,8,3.6,Yes,Yes,66.1,77.0,1,NotPlaced
377,378,5.8,2,2,1,4,3.8,No,Yes,58.6,77.6,2,NotPlaced
378,379,8.9,2,2,3,10,3.8,Yes,Yes,55.7,71.4,1,Placed
379,380,7.1,1,3,2,3,3.9,Yes,No,72.4,61.2,0,Placed
380,381,7.6,0,3,1,2,4.3,Yes,No,86.2,59.2,4,Placed
381,382,8.6,1,3,0,5,3.1,No,Yes,65.5,83.8,0,Placed
382,383,6.1,2,1,2,13,3.6,No,No,75.1,71.7,3,Placed
383,384,6.4,1,3,1,13,3.3,Yes,No,50.0,76.3,2,Placed
384,385,6.1,0,2,0,6,4.5,Yes,Yes,74.4,73.9,0,Placed
385,386,6.8,2,3,1,5,5.0,Yes,Yes,61.2,74.4,2,Placed
386,387,7.9,1,2,2,2,2.5,Yes,Yes,67.5,75.1,0,Placed
387,388,7.9,1,1,2,7,1.9,No,Yes,71.7,78.3,0,NotPlaced
388,389,7.7,0,2,0,7,4.0,No,Yes,56.1,65.1,1,NotPlaced
389,390,6.3,1,1,2,9,4.4,Yes,Yes,97.0,82.6,4,Placed
390,391,5.5,1,3,2,10,5.0,No,Yes,65.6,65.4,4,NotPlaced
391,392,7.5,1,2,2,6,4.1,Yes,No,76.5,74.2,1,NotPlaced
392,393,7.1,2,2,0,9,4.6,No,Yes,84.4,61.4,1,NotPlaced
393,394,7.9,0,1,1,5,4.8,No,Yes,73.6,70.5,6,Placed
394,395,8.1,0,1,2,9,4.7,Yes,Yes,60.0,66.1,2,Placed
395,396,7.6,1,1,1,5,4.2,Yes,No,71.9,72.2,0,Placed
396,397,8.1,0,0,3,8,2.5,No,No,54.5,78.6,1,NotPlaced
397,398,7.7,1,1,2,8,3.5,Yes,No,68.0,72.7,1,Placed
398,399,8.0,1,2,0,7,3.7,Yes,No,86.1,89.6,1,Placed
399,400,6.9,1,0,1,9,3.4,No,Yes,58.3,79.2,1,NotPlaced
400,401,7.3,1,2,1,2,3.5,Yes,Yes,63.6,69.9,2,Placed
401,402,7.7,0,2,2,4,4.8,No,Yes,87.7,71.2,2,NotPlaced
402,403,8.2,0,1,0,6,2.9,No,No,69.4,75.4,1,NotPlaced
403,404,7.2,1,3,3,3,4.1,No,Yes,63.0,78.3,2,NotPlaced
404,405,7.9,1,2,2,6,3.8,No,Yes,74.5,60.9,2,NotPlaced
405,406,7.3,2,3,2,6,2.8,Yes,Yes,66.8,77.7,3,Placed
406,407,7.4,0,1,1,11,2.6,No,No,50.0,61.1,0,Placed
407,408,8.2,0,0,3,7,2.1,No,No,58.8,76.9,1,NotPlaced
408,409,5.8,1,0,3,10,3.9,No,Yes,89.5,81.9,1,NotPlaced
409,410,6.4,1,1,3,8,3.4,Yes,Yes,74.0,74.7,1,Placed
410,411,6.2,1,1,2,5,2.8,Yes,No,84.2,51.1,2,NotPlaced
411,412,5.5,1,1,1,7,2.0,No,Yes,61.7,56.0,2,NotPlaced
412,413,6.9,1,1,0,9,3.8,No,No,70.5,77.1,1,NotPlaced
413,414,8.1,0,1,1,11,3.4,No,Yes,69.5,50.0,2,Placed
414,415,7.3,0,3,3,7,2.9,Yes,Yes,66.1,77.5,2,Placed
415,416,7.7,2,1,3,2,2.7,Yes,Yes,72.9,80.9,2,Placed
416,417,8.4,1,2,0,2,3.3,No,No,61.0,82.2,3,Placed
417,418,8.6,2,3,1,6,3.9,No,Yes,81.9,69.8,3,Placed
418,419,7.4,0,3,2,1,3.2,Yes,Yes,75.2,75.9,2,Placed
419,420,8.7,2,2,1,12,2.5,No,Yes,69.4,73.9,0,Placed
420,421,7.6,2,1,1,9,3.5,No,Yes,72.2,58.7,3,Placed
421,422,6.8,2,3,3,5,4.3,No,No,68.3,78.7,1,Placed
422,423,7.0,0,3,1,4,3.5,Yes,Yes,55.5,84.5,2,NotPlaced
423,424,6.2,1,3,2,10,3.6,Yes,Yes,62.1,78.2,7,NotPlaced
424,425,6.7,2,2,2,4,3.2,No,Yes,69.4,67.5,1,NotPlaced
425,426,7.2,1,1,1,4,2.8,Yes,Yes,67.8,78.7,1,Placed
426,427,8.2,1,2,2,5,2.8,Yes,Yes,76.8,83.7,0,Placed
427,428,9.0,1,1,2,7,2.2,Yes,No,76.0,82.5,6,Placed
428,429,6.3,1,1,3,9,4.4,Yes,Yes,66.0,81.2,1,Placed
429,430,7.8,1,2,3,11,3.9,No,Yes,62.4,57.7,3,Placed
430,431,6.6,2,1,2,10,3.6,No,Yes,77.8,75.6,0,Placed
431,432,7.9,0,2,1,7,3.7,Yes,Yes,72.7,77.8,0,Placed
432,433,7.4,1,1,3,10,3.8,Yes,Yes,65.4,81.3,0,Placed
433,434,5.9,2,0,2,5,2.9,No,Yes,60.7,76.6,3,NotPlaced
434,435,8.3,2,2,1,2,3.2,Yes,Yes,64.9,86.0,0,Placed
435,436,7.0,2,1,2,5,3.1,Yes,Yes,74.5,55.5,4,Placed
436,437,7.0,0,2,1,5,5.0,Yes,Yes,86.2,77.0,2,Placed
437,438,6.6,1,2,2,5,4.3,Yes,No,69.1,76.3,4,NotPlaced
438,439,6.9,1,2,1,4,3.6,No,No,63.5,80.1,1,NotPlaced
439,440,7.9,2,3,1,6,4.6,Yes,Yes,90.4,85.9,1,Placed
440,441,7.3,1,2,2,9,4.5,Yes,Yes,67.7,64.0,0,Placed
441,442,7.8,2,3,0,12,2.4,No,Yes,63.9,85.6,1,Placed
442,443,7.8,0,2,1,2,3.3,Yes,No,67.3,79.3,2,NotPlaced
443,444,8.6,2,3,1,3,3.5,Yes,No,66.9,70.3,0,Placed
444,445,7.2,1,2,1,5,4.0,No,Yes,82.4,63.8,6,NotPlaced
445,446,6.2,1,0,0,9,3.3,Yes,Yes,55.9,73.8,0,Placed
446,447,8.4,2,2,0,6,3.4,Yes,Yes,76.4,74.6,1,Placed
447,448,7.2,0,2,2,5,3.1,No,Yes,70.9,75.1,2,NotPlaced
448,449,8.4,0,3,1,9,4.3,No,Yes,66.0,66.4,1,Placed
449,450,7.8,0,2,3,10,2.3,Yes,Yes,68.0,77.5,0,Placed
450,451,7.4,1,1,1,7,3.2,Yes,No,68.7,68.4,6,NotPlaced
451,452,7.8,1,2,0,5,2.0,No,Yes,71.8,82.9,0,NotPlaced
452,453,9.2,2,2,1,8,2.7,Yes,Yes,66.9,87.4,2,Placed
453,454,9.3,1,2,0,6,3.8,Yes,Yes,70.4,64.7,0,Placed
454,455,7.6,1,1,1,6,3.8,Yes,No,64.0,72.5,0,NotPlaced
455,456,7.6,1,1,2,5,3.2,Yes,Yes,90.6,80.7,1,NotPlaced
456,457,8.4,1,3,1,10,4.4,Yes,No,80.1,74.5,3,Placed
457,458,6.8,1,2,1,8,4.6,No,No,75.4,59.8,2,NotPlaced
458,459,7.8,2,3,2,10,3.4,Yes,Yes,67.0,79.8,1,Placed
459,460,7.5,1,3,1,11,3.7,Yes,Yes,78.4,66.5,0,Placed
460,461,7.8,1,3,0,8,3.1,No,Yes,73.7,73.8,4,NotPlaced
461,462,6.8,2,1,1,5,4.0,Yes,Yes,72.1,63.1,0,Placed
462,463,6.1,2,1,3,10,2.5,Yes,Yes,66.2,79.2,2,Placed
463,464,5.7,1,3,1,8,4.9,Yes,No,73.5,68.2,0,NotPlaced
464,465,6.6,1,2,1,15,4.4,No,No,86.2,80.1,0,Placed
465,466,7.1,1,1,0,8,2.5,Yes,Yes,71.7,70.1,0,Placed
466,467,7.3,1,3,2,9,2.9,No,Yes,68.6,67.7,0,Placed
467,468,9.1,2,2,1,8,3.8,Yes,No,71.9,75.7,2,Placed
468,469,8.4,1,3,0,7,3.2,Yes,Yes,71.4,62.3,1,Placed
469,470,6.7,1,2,2,6,3.9,Yes,Yes,66.1,88.2,3,Placed
470,471,7.8,0,2,2,8,3.2,Yes,Yes,64.3,73.7,0,Placed
471,472,7.2,1,1,2,9,4.7,No,No,78.1,66.9,1,Placed
472,473,7.3,1,1,1,10,3.5,Yes,Yes,81.8,68.4,1,NotPlaced
473,474,7.7,1,2,3,8,5.0,Yes,Yes,91.4,72.2,0,Placed
474,475,8.0,0,1,1,6,4.0,Yes,Yes,75.1,81.0,0,Placed
475,476,7.2,1,2,1,6,2.4,Yes,No,72.1,63.9,0,Placed
476,477,8.4,2,1,0,3,5.0,No,Yes,79.1,68.7,0,Placed
477,478,6.5,1,3,1,12,4.4,No,Yes,62.8,71.6,1,Placed
478,479,7.5,1,3,1,5,3.8,No,No,76.8,85.9,0,Placed
479,480,9.5,2,1,2,10,4.0,No,Yes,80.3,81.0,1,Placed
480,481,7.7,1,2,1,8,2.5,Yes,Yes,80.2,86.3,1,Placed
481,482,8.7,2,1,0,8,2.1,Yes,Yes,86.0,72.3,1,NotPlaced
482,483,7.6,0,1,3,7,3.5,No,Yes,65.6,84.9,0,Placed
483,484,8.0,0,1,1,5,4.6,No,Yes,66.6,83.4,1,NotPlaced
484,485,7.5,2,1,1,4,3.8,Yes,Yes,69.1,78.3,1,NotPlaced
485,486,7.4,2,1,3,12,4.9,No,No,61.0,79.0,6,Placed
486,487,6.8,0,1,2,7,4.6,No,No,75.8,66.6,0,Placed
487,488,7.9,2,1,3,10,3.5,No,Yes,77.1,88.5,0,Placed
488,489,6.8,1,2,1,11,4.4,No,Yes,76.1,69.8,3,NotPlaced
489,490,8.1,0,3,0,6,4.7,Yes,Yes,72.3,77.0,1,Placed
490,491,8.4,0,2,1,8,3.4,No,Yes,80.1,78.1,0,Placed
491,492,7.8,1,0,1,7,3.3,No,Yes,76.2,59.7,3,NotPlaced
492,493,7.3,0,2,2,4,3.6,No,Yes,65.6,71.5,2,Placed
493,494,7.9,1,3,0,6,1.6,Yes,No,50.0,73.8,2,NotPlaced
494,495,7.2,2,2,0,9,3.7,Yes,Yes,68.0,71.0,0,Placed
495,496,8.3,1,3,1,6,4.1,Yes,Yes,71.4,71.6,1,Placed
496,497,5.9,2,0,1,6,3.6,Yes,No,71.4,85.4,1,NotPlaced
497,498,7.2,1,1,1,6,3.8,Yes,No,69.4,64.6,3,NotPlaced
498,499,5.8,1,2,1,13,3.5,No,No,66.2,60.6,1,NotPlaced
499,500,6.2,1,1,1,1,1.9,Yes,Yes,63.4,66.7,2,Placed
500,501,8.7,1,1,1,9,4.8,No,Yes,61.7,78.7,4,Placed
501,502,8.3,2,3,2,6,3.2,No,No,74.9,79.6,6,NotPlaced
502,503,6.9,0,2,1,5,3.0,Yes,Yes,80.8,77.5,0,Placed
503,504,6.2,0,3,2,6,4.6,No,Yes,59.7,80.2,2,NotPlaced
504,505,5.5,1,3,0,9,4.3,No,Yes,70.4,74.3,2,NotPlaced
505,506,7.0,2,0,0,9,3.7,No,Yes,78.1,67.3,3,NotPlaced
506,507,9.5,1,3,3,8,4.1,Yes,Yes,69.3,63.5,4,Placed
507,508,7.9,1,2,1,10,2.6,Yes,Yes,77.4,60.6,2,Placed
508,509,7.0,2,3,2,11,3.4,Yes,Yes,80.7,70.0,2,Placed
509,510,7.9,0,1,0,9,4.5,Yes,Yes,74.5,79.1,0,Placed
510,511,6.2,1,1,2,5,3.0,No,Yes,66.5,74.1,2,NotPlaced
511,512,7.2,1,2,2,8,2.7,Yes,Yes,82.8,72.2,2,Placed
512,513,7.6,1,1,1,8,3.6,Yes,Yes,68.6,62.5,2,Placed
513,514,7.4,0,2,1,5,3.6,No,No,68.6,95.2,2,NotPlaced
514,515,8.2,1,3,3,2,4.0,No,Yes,75.6,64.6,1,Placed
515,516,7.8,1,3,2,1,2.4,No,Yes,68.3,73.1,1,Placed
516,517,8.1,0,1,2,7,1.5,Yes,Yes,69.0,81.0,5,NotPlaced
517,518,6.9,1,2,3,8,4.2,Yes,Yes,67.6,72.4,1,Placed
518,519,8.3,1,1,0,3,2.6,Yes,Yes,69.4,64.7,3,NotPlaced
519,520,8.9,0,1,2,10,3.0,Yes,Yes,72.8,79.3,2,Placed
520,521,6.7,2,1,3,7,1.8,Yes,Yes,53.2,59.9,1,Placed
521,522,6.7,1,2,3,11,4.3,Yes,Yes,70.1,87.7,1,Placed
522,523,8.6,1,1,0,8,3.8,Yes,Yes,55.1,74.5,2,Placed
523,524,7.3,1,0,2,4,3.7,No,Yes,67.3,69.7,3,NotPlaced
524,525,8.7,0,1,0,8,3.7,No,No,74.0,59.3,0,Placed
525,526,7.1,1,1,2,9,1.9,No,No,68.1,61.6,4,NotPlaced
526,527,8.7,0,0,2,5,2.7,No,Yes,77.3,71.5,3,Placed
527,528,7.6,1,2,1,3,3.1,No,No,74.1,89.0,1,NotPlaced
528,529,7.7,0,2,1,7,2.9,No,Yes,51.6,74.1,0,NotPlaced
529,530,8.8,2,3,1,4,3.3,Yes,Yes,81.8,75.1,0,Placed
530,531,7.2,2,1,1,10,3.7,No,Yes,73.2,75.5,0,Placed
531,532,6.7,2,0,0,6,4.3,No,Yes,65.9,93.3,0,NotPlaced
532,533,7.1,2,2,1,12,2.3,Yes,Yes,66.8,68.0,0,NotPlaced
533,534,7.9,1,2,1,1,3.5,No,Yes,52.2,86.1,5,NotPlaced
534,535,6.2,0,3,1,7,4.1,Yes,No,73.0,68.4,2,Placed
535,536,8.0,0,2,2,11,2.8,No,Yes,76.9,65.7,3,Placed
536,537,7.0,0,3,2,4,3.3,No,No,64.9,71.3,2,Placed
537,538,8.5,2,0,0,7,3.9,No,Yes,62.9,71.2,2,NotPlaced
538,539,5.5,1,3,3,6,3.5,No,No,72.3,77.1,4,NotPlaced
539,540,6.8,0,2,1,5,4.0,Yes,Yes,81.8,51.1,1,NotPlaced
540,541,6.1,0,3,0,8,3.6,Yes,Yes,80.8,73.3,2,Placed
541,542,6.8,0,0,0,3,3.3,Yes,Yes,78.5,66.6,4,NotPlaced
542,543,7.7,2,1,2,7,2.6,Yes,Yes,89.2,65.5,4,Placed
543,544,7.3,0,2,1,9,3.7,Yes,Yes,79.3,60.3,1,Placed
544,545,7.3,2,0,1,6,3.6,Yes,No,81.4,68.7,3,Placed
545,546,7.4,1,2,3,4,2.7,No,Yes,71.8,67.4,1,NotPlaced
546,547,7.7,2,1,2,10,4.0,Yes,Yes,67.9,68.2,1,Placed
547,548,6.6,1,2,2,9,4.5,No,No,81.2,57.3,1,NotPlaced
548,549,8.1,0,2,1,4,3.0,Yes,Yes,62.2,72.9,1,Placed
549,550,8.1,0,2,1,3,2.9,Yes,No,74.8,64.9,1,Placed
550,551,7.8,2,2,1,4,2.9,Yes,No,65.5,57.3,0,Placed
551,552,8.0,1,1,1,9,2.2,No,No,74.1,67.1,0,Placed
552,553,7.8,1,2,3,8,5.0,Yes,No,73.4,65.0,3,Placed
553,554,9.2,1,2,0,9,3.1,No,Yes,72.5,72.4,4,Placed
554,555,7.4,1,2,0,6,2.8,No,No,70.8,66.9,3,NotPlaced
555,556,7.2,1,2,1,4,2.6,Yes,Yes,75.8,59.0,2,Placed
556,557,6.9,2,2,2,10,3.2,Yes,Yes,77.2,64.0,4,NotPlaced
557,558,6.6,0,2,1,5,2.9,No,No,58.4,56.5,1,NotPlaced
558,559,6.4,0,1,0,8,4.7,No,No,70.6,82.2,1,NotPlaced
559,560,6.7,0,2,0,2,2.5,Yes,Yes,67.2,83.7,1,Placed
560,561,7.4,2,1,2,5,2.3,Yes,Yes,72.7,84.8,1,NotPlaced
561,562,7.8,1,0,2,10,3.9,Yes,Yes,67.3,66.7,2,Placed
562,563,7.5,1,0,2,5,3.4,No,Yes,82.5,83.7,1,NotPlaced
563,564,6.8,0,3,2,9,3.3,No,No,70.4,75.7,5,NotPlaced
564,565,8.3,1,3,2,1,3.9,Yes,Yes,79.9,64.6,0,Placed
565,566,8.1,0,3,1,5,3.6,No,Yes,62.4,66.3,0,Placed
566,567,7.4,1,2,2,6,3.5,Yes,No,68.5,70.5,1,Placed
567,568,6.9,1,1,0,12,2.4,No,Yes,65.5,72.9,0,Placed
568,569,8.0,2,3,3,3,2.2,No,Yes,74.5,75.3,7,NotPlaced
569,570,7.7,1,2,1,9,2.9,No,Yes,60.3,72.0,2,NotPlaced
570,571,6.3,0,3,2,10,2.6,No,Yes,55.6,68.9,1,NotPlaced
571,572,7.4,0,1,1,5,3.7,Yes,No,65.4,84.2,2,Placed
572,573,7.7,0,3,1,6,2.1,No,Yes,76.0,71.0,1,NotPlaced
573,574,6.7,0,3,2,7,3.1,Yes,Yes,63.7,70.5,0,Placed
574,575,7.7,2,2,1,3,3.4,Yes,Yes,73.4,70.0,1,Placed
575,576,6.3,2,1,2,6,3.5,No,Yes,65.2,71.0,1,NotPlaced
576,577,8.6,0,3,0,11,3.8,Yes,Yes,55.2,59.7,2,Placed
577,578,8.6,0,2,2,9,3.2,Yes,No,78.7,63.0,3,NotPlaced
578,579,7.3,0,3,0,7,3.0,No,No,76.8,94.0,1,NotPlaced
579,580,7.8,1,2,2,7,4.5,Yes,No,70.6,57.1,2,Placed
580,581,5.5,1,0,3,9,3.2,Yes,Yes,71.4,74.4,2,NotPlaced
581,582,6.5,1,2,2,9,4.6,No,Yes,69.1,75.1,1,NotPlaced
582,583,7.3,0,1,1,5,3.2,No,No,61.7,81.1,1,NotPlaced
583,584,6.6,0,3,1,12,3.5,Yes,Yes,82.8,75.3,1,Placed
584,585,8.1,1,3,1,11,3.4,No,No,70.1,89.0,1,Placed
585,586,9.2,0,1,0,9,3.7,No,Yes,74.3,74.2,1,Placed
586,587,6.5,1,2,2,4,3.2,No,Yes,66.5,84.1,1,Placed
587,588,6.8,0,2,3,4,3.6,Yes,Yes,75.0,81.4,1,Placed
588,589,7.7,1,2,2,6,4.7,Yes,Yes,81.3,85.9,3,Placed
589,590,8.9,1,2,3,7,4.3,Yes,Yes,72.5,72.2,1,Placed
590,591,6.5,1,2,3,2,4.3,Yes,No,74.2,75.6,4,NotPlaced
591,592,7.7,2,3,1,8,2.4,No,No,78.9,68.7,0,Placed
592,593,9.0,0,3,1,11,2.6,Yes,Yes,77.4,73.4,1,Placed
593,594,6.1,0,0,1,9,3.7,No,Yes,80.4,73.9,2,Placed
594,595,6.4,1,0,0,5,4.1,Yes,Yes,73.9,53.3,2,NotPlaced
595,596,7.1,0,2,0,5,3.1,No,Yes,73.9,70.7,4,Placed
596,597,7.1,0,2,0,8,2.9,Yes,No,73.2,80.0,1,NotPlaced
597,598,8.2,0,3,1,7,4.6,No,Yes,78.8,59.8,1,NotPlaced
598,599,7.7,1,1,1,8,4.0,Yes,Yes,67.1,63.1,2,Placed
599,600,6.0,1,2,0,9,4.3,Yes,Yes,75.8,82.4,2,Placed
600,601,7.9,1,3,0,10,3.1,No,Yes,91.7,84.1,3,NotPlaced
601,602,7.0,1,1,2,4,3.1,No,Yes,74.2,66.4,3,NotPlaced
602,603,8.6,1,0,1,8,4.3,No,No,60.2,73.6,0,Placed
603,604,7.0,0,3,2,6,3.3,Yes,Yes,68.4,71.3,3,NotPlaced
604,605,7.0,1,1,0,7,3.0,No,No,76.6,82.6,2,NotPlaced
605,606,8.0,2,3,2,10,2.8,Yes,Yes,65.0,67.2,2,Placed
606,607,8.1,0,1,1,10,3.1,No,Yes,62.2,68.6,1,Placed
607,608,7.9,1,2,3,11,4.2,Yes,No,58.6,84.1,4,Placed
608,609,6.1,1,3,3,8,2.3,No,Yes,69.1,63.0,2,NotPlaced
609,610,8.0,1,1,1,7,4.0,No,Yes,85.5,67.5,1,Placed
610,611,6.6,2,2,0,6,2.9,Yes,No,66.2,73.2,1,NotPlaced
611,612,7.7,1,2,0,2,3.3,Yes,No,78.9,85.7,2,NotPlaced
612,613,6.3,1,2,0,11,3.4,Yes,Yes,68.5,61.3,4,NotPlaced
613,614,7.9,0,1,2,6,3.3,Yes,Yes,67.5,65.6,1,NotPlaced
614,615,6.8,1,2,0,9,3.3,Yes,Yes,75.7,77.3,3,NotPlaced
615,616,6.4,0,2,0,9,3.1,No,Yes,57.2,78.7,1,NotPlaced
616,617,8.1,0,1,1,3,3.0,No,Yes,86.0,73.9,1,NotPlaced
617,618,7.7,1,2,2,4,4.6,Yes,Yes,75.8,70.9,2,NotPlaced
618,619,7.0,0,1,0,12,3.5,Yes,Yes,80.5,73.2,0,NotPlaced
619,620,8.7,0,1,0,8,3.4,No,Yes,68.7,58.4,0,Placed
620,621,7.1,2,0,0,5,3.0,No,Yes,75.5,72.9,2,Placed
621,622,7.5,2,3,0,7,3.2,No,Yes,79.4,85.3,0,Placed
622,623,7.7,0,2,0,10,3.0,Yes,Yes,70.2,60.1,0,Placed
623,624,7.0,0,1,2,10,4.1,No,Yes,63.1,64.9,0,Placed
624,625,7.9,1,2,3,3,2.9,No,Yes,62.5,68.4,0,Placed
625,626,7.0,0,1,0,12,1.7,No,Yes,67.2,69.0,1,NotPlaced
626,627,7.2,1,2,0,10,3.5,Yes,No,73.0,88.6,1,NotPlaced
627,628,8.7,1,1,0,7,3.3,Yes,Yes,69.5,63.6,4,Placed
628,629,6.6,0,1,0,3,3.0,No,No,66.6,61.8,2,NotPlaced
629,630,5.5,1,3,2,10,4.2,Yes,Yes,77.1,78.9,2,NotPlaced
630,631,8.9,2,0,1,8,1.3,Yes,No,66.9,66.2,0,Placed
631,632,9.5,0,1,1,3,4.8,Yes,Yes,65.6,79.1,0,Placed
632,633,7.2,1,2,0,6,4.3,No,Yes,79.5,70.2,4,Placed
633,634,5.9,0,2,0,15,3.0,No,Yes,76.0,76.1,2,NotPlaced
634,635,7.2,1,2,0,7,3.1,Yes,No,60.0,57.9,3,Placed
635,636,7.3,0,2,2,5,3.9,Yes,Yes,59.0,76.1,1,Placed
636,637,7.3,1,3,2,4,3.9,No,Yes,61.0,74.0,2,Placed
637,638,6.6,1,0,0,12,3.0,Yes,Yes,70.7,69.7,1,Placed
638,639,8.0,2,0,0,10,2.2,Yes,Yes,81.6,60.9,0,NotPlaced
639,640,7.9,0,1,2,11,5.0,Yes,Yes,84.0,74.0,3,Placed
640,641,6.2,0,2,1,8,4.3,Yes,No,77.8,78.5,1,Placed
641,642,8.1,0,3,0,11,3.6,Yes,No,88.2,67.2,1,Placed
642,643,9.2,0,0,2,4,3.6,Yes,Yes,72.8,67.4,0,Placed
643,644,7.6,1,2,2,7,4.0,No,Yes,81.0,79.1,2,Placed
644,645,7.2,2,1,1,8,4.1,No,Yes,65.9,87.4,3,NotPlaced
645,646,7.4,1,2,2,11,1.8,Yes,Yes,57.0,80.5,1,Placed
646,647,8.0,1,2,2,8,3.2,No,Yes,68.2,74.1,5,NotPlaced
647,648,6.0,1,1,1,5,3.1,No,Yes,69.9,69.8,1,NotPlaced
648,649,7.6,0,1,3,7,3.4,Yes,No,94.3,71.8,3,Placed
649,650,7.2,2,3,1,2,4.1,No,Yes,71.0,60.1,2,Placed
650,651,9.1,2,3,0,1,2.1,Yes,Yes,61.8,70.6,4,Placed
651,652,7.4,0,1,2,9,2.4,No,Yes,79.7,82.1,2,NotPlaced
652,653,8.9,0,2,0,6,3.0,Yes,Yes,64.2,72.4,1,Placed
653,654,6.6,1,2,0,6,3.6,Yes,Yes,72.3,66.4,1,Placed
654,655,8.0,2,2,2,9,4.2,Yes,No,78.9,65.5,3,NotPlaced
655,656,7.8,1,3,1,11,4.8,Yes,Yes,62.6,71.7,3,Placed
656,657,6.8,1,2,0,9,3.3,Yes,No,84.7,60.9,2,Placed
657,658,7.7,1,3,2,13,4.2,No,Yes,81.1,63.8,2,NotPlaced
658,659,8.5,1,2,0,9,4.1,No,No,74.2,85.8,1,Placed
659,660,7.2,2,0,0,8,3.9,Yes,No,86.8,62.7,0,NotPlaced
660,661,6.1,1,1,2,8,3.5,Yes,No,67.6,64.8,0,NotPlaced
661,662,7.5,2,2,2,3,3.2,Yes,Yes,78.1,74.6,2,Placed
662,663,6.7,0,1,1,10,2.6,Yes,Yes,73.5,68.0,2,Placed
663,664,7.2,1,2,1,1,2.6,Yes,Yes,65.3,72.8,2,NotPlaced
664,665,7.4,2,2,3,5,3.8,Yes,No,65.5,79.8,2,Placed
